symbol,profitable,total_profit_usd,final_capital,trade_type,entry_price,exit_price,profit_pct,exit_reason,duration_hours,entry_time,exit_time
ARIAUSDT,False,-60.000000000000036,1940.0,long,0.11274,0.1093578,-3.0000000000000018,Stop Loss,1.0,2025-09-03 11:00:00,2025-09-03 12:00:00
ASRUSDT,False,-59.99999999999993,1940.0,long,2.223,2.15631,-2.9999999999999964,Stop Loss,1.0,2025-05-06 09:00:00,2025-05-06 10:00:00
ATHUSDT,True,200.00000000000006,2200.0,short,0.03109,0.027981,10.000000000000002,Target Hit,7.0,2025-04-02 15:00:00,2025-04-02 22:00:00
AUSDT,False,-59.999999999999964,1940.0,long,0.75942,0.7366374,-2.9999999999999982,Stop Loss,6.0,2025-05-28 08:00:00,2025-05-28 14:00:00
AVAAIUSDT,True,199.99999999999997,2200.0,short,0.22395,0.201555,10.0,Target Hit,5.0,2025-01-17 13:00:00,2025-01-17 18:00:00
AVNTUSDT,False,-59.99999999999995,1940.0,short,0.19246,0.1982338,-2.999999999999998,Stop Loss,1.0,2025-09-09 15:00:00,2025-09-09 16:00:00
AWEUSDT,False,-60.00000000000023,1939.9999999999998,short,0.066458,0.06845174000000001,-3.0000000000000115,Stop Loss,4.0,2025-05-21 08:00:00,2025-05-21 12:00:00
B2USDT,False,-60.00000000000018,1939.9999999999998,long,0.6532,0.633604,-3.000000000000009,Stop Loss,4.0,2025-05-06 13:00:00,2025-05-06 17:00:00
B3USDT,False,-59.99999999999997,1940.0,long,0.01408,0.0136576,-2.9999999999999987,Stop Loss,1.0,2025-02-13 11:00:00,2025-02-13 12:00:00
BABYUSDT,False,-60.00000000000011,1940.0,short,0.06358,0.0654874,-3.0000000000000058,Stop Loss,1.0,2025-04-05 13:00:00,2025-04-05 14:00:00
BANANAS31USDT,True,200.00000000000026,2200.0000000000005,long,0.005537,0.006090700000000001,10.000000000000012,Target Hit,1.0,2025-03-22 09:00:00,2025-03-22 10:00:00
BANKUSDT,False,-59.99999999999992,1940.0,long,0.052102,0.050538940000000004,-2.999999999999996,Stop Loss,1.0,2025-04-18 18:00:00,2025-04-18 19:00:00
BASUSDT,False,-59.999999999999964,1940.0,short,0.013107,0.01350021,-2.999999999999998,Stop Loss,1.0,2025-08-26 13:00:00,2025-08-26 14:00:00
BDXNUSDT,True,200.0000000000001,2200.0,short,0.07608,0.06847199999999999,10.000000000000005,Target Hit,3.0,2025-06-03 10:00:00,2025-06-03 13:00:00
BERAUSDT,False,-60.00000000000005,1940.0,short,8.427,8.67981,-3.0000000000000027,Stop Loss,1.0,2025-02-06 15:00:00,2025-02-06 16:00:00
BIDUSDT,False,-59.99999999999992,1940.0,short,0.09166,0.0944098,-2.999999999999996,Stop Loss,1.0,2025-03-20 09:00:00,2025-03-20 10:00:00
BIOUSDC,True,199.99999999999986,2200.0,short,0.23882,0.21493800000000002,9.999999999999993,Target Hit,8.0,2025-08-25 07:00:00,2025-08-25 15:00:00
BIOUSDT,False,-60.00000000000009,1940.0,long,0.882,0.85554,-3.0000000000000044,Stop Loss,1.0,2025-01-03 12:00:00,2025-01-03 13:00:00
BMTUSDT,True,200.0000000000002,2200.0,long,0.1364,0.15004,10.00000000000001,Target Hit,1.0,2025-03-17 13:00:00,2025-03-17 14:00:00
BROCCOLI714USDT,False,-59.99999999999992,1940.0,long,0.04546,0.0440962,-2.9999999999999964,Stop Loss,1.0,2025-03-21 09:00:00,2025-03-21 10:00:00
BROCCOLIF3BUSDT,False,-60.00000000000012,1939.9999999999998,long,0.019905,0.019307849999999998,-3.0000000000000058,Stop Loss,1.0,2025-03-21 09:00:00,2025-03-21 10:00:00
BRUSDT,False,-60.00000000000005,1940.0,long,0.1722,0.167034,-3.000000000000002,Stop Loss,1.0,2025-03-21 12:00:00,2025-03-21 13:00:00
BTCUSDT_250926,False,-35.895569472222434,1964.1044305277776,long,87648.7,86075.6,-1.7947784736111219,End of Data,23.0,2025-03-28 08:00:00,2025-03-29 07:00:00
BTCUSDT_251226,False,-6.892806416576155,1993.1071935834239,short,110114.8,110494.3,-0.34464032082880774,End of Data,23.0,2025-06-27 08:00:00,2025-06-28 07:00:00
BTRUSDT,True,200.00000000000006,2200.0,short,0.11854,0.106686,10.000000000000002,Target Hit,1.0,2025-08-27 10:00:00,2025-08-27 11:00:00
BULLAUSDT,True,200.00000000000009,2200.0,short,0.1062,0.09558,10.000000000000004,Target Hit,1.0,2025-07-04 09:00:00,2025-07-04 10:00:00
BUSDT,False,-60.000000000000234,1939.9999999999998,long,0.29437,0.2855389,-3.000000000000012,Stop Loss,1.0,2025-05-22 16:00:00,2025-05-22 17:00:00
CARVUSDT,False,-59.99999999999999,1940.0,short,0.3034,0.312502,-2.9999999999999996,Stop Loss,13.0,2025-08-07 16:00:00,2025-08-08 05:00:00
CGPTUSDT,True,200.00000000000003,2200.0,long,0.229,0.2519,10.0,Target Hit,4.0,2024-12-20 19:00:00,2024-12-20 23:00:00
COOKIEUSDT,False,-59.999999999999986,1940.0,short,0.6382,0.657346,-2.9999999999999996,Stop Loss,1.0,2025-01-07 11:00:00,2025-01-07 12:00:00
CROSSUSDT,False,-60.000000000000036,1940.0,short,0.13079,0.1347137,-3.0000000000000018,Stop Loss,1.0,2025-07-10 10:00:00,2025-07-10 11:00:00
CTKUSDT,True,199.99999999999991,2200.0,short,0.5121,0.46089,9.999999999999995,Target Hit,3.0,2025-04-30 10:00:00,2025-04-30 13:00:00
CUDISUSDT,True,199.99999999999991,2200.0,short,0.10639,0.095751,9.999999999999996,Target Hit,1.0,2025-08-20 11:00:00,2025-08-20 12:00:00
CUSDT,False,-60.00000000000007,1940.0,long,0.23726,0.2301422,-3.000000000000003,Stop Loss,1.0,2025-07-15 09:00:00,2025-07-15 10:00:00
CVCUSDT,False,-60.00000000000011,1940.0,long,0.13604,0.1319588,-3.0000000000000053,Stop Loss,4.0,2025-05-16 08:00:00,2025-05-16 12:00:00
CVXUSDT,False,-60.0000000000002,1939.9999999999998,short,4.77,4.9131,-3.0000000000000098,Stop Loss,13.0,2025-07-23 11:00:00,2025-07-24 00:00:00
DAMUSDT,False,-60.00000000000015,1939.9999999999998,long,0.11936,0.11577919999999998,-3.0000000000000075,Stop Loss,1.0,2025-08-18 12:00:00,2025-08-18 13:00:00
DEEPUSDT,True,199.99999999999991,2200.0,short,0.12373,0.11135700000000001,9.999999999999995,Target Hit,4.0,2025-04-22 08:00:00,2025-04-22 12:00:00
DEXEUSDT,False,-59.99999999999998,1940.0,long,13.132,12.73804,-2.999999999999999,Stop Loss,1.0,2024-12-24 11:00:00,2024-12-24 12:00:00
DFUSDT,False,-60.00000000000013,1939.9999999999998,long,0.1043,0.101171,-3.0000000000000067,Stop Loss,1.0,2024-12-30 11:00:00,2024-12-30 12:00:00
DMCUSDT,False,-60.00000000000011,1940.0,short,0.004093,0.0042157900000000005,-3.0000000000000053,Stop Loss,1.0,2025-06-24 13:00:00,2025-06-24 14:00:00
DOLOUSDT,True,200.00000000000034,2200.0000000000005,long,0.058076,0.06388360000000001,10.000000000000018,Target Hit,1.0,2025-05-01 03:00:00,2025-05-01 04:00:00
DOODUSDT,True,199.99999999999991,2200.0,short,0.0078786,0.00709074,9.999999999999995,Target Hit,1.0,2025-05-09 13:00:00,2025-05-09 14:00:00
DUSDT,False,-59.999999999999915,1940.0,short,0.1792,0.184576,-2.9999999999999956,Stop Loss,1.0,2025-01-09 10:00:00,2025-01-09 11:00:00
EPICUSDT,False,-59.99999999999999,1940.0,short,1.4827,1.527181,-2.9999999999999996,Stop Loss,1.0,2025-03-13 08:00:00,2025-03-13 09:00:00
EPTUSDT,True,199.9999999999999,2200.0,short,0.016821,0.0151389,9.999999999999993,Target Hit,1.0,2025-04-21 13:00:00,2025-04-21 14:00:00
ERAUSDT,True,200.00000000000017,2200.0,long,1.3444,1.4788400000000002,10.000000000000009,Target Hit,1.0,2025-07-17 15:00:00,2025-07-17 16:00:00
ESPORTSUSDT,True,200.0000000000001,2200.0,short,0.1519,0.13671,10.000000000000005,Target Hit,1.0,2025-07-29 10:00:00,2025-07-29 11:00:00
ETHUSDT_250926,False,25.959657012897786,2025.9596570128979,short,1952.26,1926.92,1.2979828506448894,End of Data,23.0,2025-03-28 08:00:00,2025-03-29 07:00:00
ETHUSDT_251226,False,-9.212432792748174,1990.7875672072519,long,2505.31,2493.77,-0.4606216396374087,End of Data,23.0,2025-06-27 08:00:00,2025-06-28 07:00:00
FARTCOINUSDT,False,-60.00000000000019,1939.9999999999998,short,1.0293,1.0601790000000002,-3.0000000000000098,Stop Loss,1.0,2024-12-20 18:00:00,2024-12-20 19:00:00
FHEUSDT,True,200.00000000000009,2200.0,long,0.09357,0.102927,10.000000000000005,Target Hit,1.0,2025-04-12 15:00:00,2025-04-12 16:00:00
FISUSDT,False,-60.000000000000064,1940.0,long,0.20679,0.2005863,-3.000000000000003,Stop Loss,2.0,2025-04-25 07:00:00,2025-04-25 09:00:00
FLOCKUSDT,False,-60.000000000000085,1940.0,short,0.4715,0.485645,-3.000000000000004,Stop Loss,2.0,2025-09-09 06:00:00,2025-09-09 08:00:00
FORMUSDT,False,-59.999999999999986,1940.0,short,1.82,1.8746,-2.9999999999999987,Stop Loss,2.0,2025-03-19 08:00:00,2025-03-19 10:00:00
FORTHUSDT,False,-60.000000000000036,1940.0,short,2.418,2.49054,-3.0000000000000018,Stop Loss,3.0,2025-04-08 08:00:00,2025-04-08 11:00:00
FUNUSDT,True,199.9999999999999,2200.0,short,0.004988,0.0044892000000000005,9.999999999999995,Target Hit,2.0,2025-03-31 08:00:00,2025-03-31 10:00:00
FUSDT,False,-60.0000000000001,1940.0,long,0.009257,0.00897929,-3.000000000000005,Stop Loss,1.0,2025-06-18 12:00:00,2025-06-18 13:00:00
GPSUSDT,True,199.99999999999986,2200.0,short,0.1208,0.10872000000000001,9.999999999999993,Target Hit,1.0,2025-02-17 17:00:00,2025-02-17 18:00:00
GRIFFAINUSDT,False,-59.99999999999994,1940.0,short,0.39875,0.4107125,-2.999999999999997,Stop Loss,6.0,2025-01-02 13:00:00,2025-01-02 19:00:00
GUNUSDT,False,-60.00000000000001,1940.0,short,0.1078,0.11103400000000001,-3.0000000000000004,Stop Loss,1.0,2025-03-31 13:00:00,2025-03-31 14:00:00
HAEDALUSDT,False,-59.99999999999994,1940.0,long,0.116624,0.11312528000000001,-2.9999999999999973,Stop Loss,1.0,2025-05-01 03:00:00,2025-05-01 04:00:00
HBARUSDC,False,-59.999999999999964,1940.0,long,0.25372,0.2461084,-2.9999999999999987,Stop Loss,5.0,2025-03-07 10:00:00,2025-03-07 15:00:00
HEIUSDT,True,200.00000000000009,2200.0,long,1.0833,1.19163,10.000000000000005,Target Hit,4.0,2025-02-13 09:00:00,2025-02-13 13:00:00
HEMIUSDT,False,-59.99999999999994,1940.0,long,0.026722,0.02592034,-2.9999999999999973,Stop Loss,1.0,2025-08-29 04:00:00,2025-08-29 05:00:00
HIVEUSDT,False,-60.0,1940.0,short,0.36466,0.3755998,-3.0,Stop Loss,2.0,2024-12-23 11:00:00,2024-12-23 13:00:00
HOLOUSDT,False,-59.99999999999988,1940.0000000000002,short,0.4921,0.506863,-2.999999999999994,Stop Loss,1.0,2025-09-11 12:00:00,2025-09-11 13:00:00
HOMEUSDT,True,199.99999999999994,2200.0,short,0.024082,0.0216738,9.999999999999998,Target Hit,1.0,2025-06-10 11:00:00,2025-06-10 12:00:00
HUMAUSDT,True,200.00000000000003,2200.0,short,0.072952,0.0656568,10.000000000000002,Target Hit,2.0,2025-05-26 13:00:00,2025-05-26 15:00:00
HUSDT,True,200.00000000000023,2200.0,long,0.04036,0.044396000000000005,10.000000000000012,Target Hit,1.0,2025-06-25 09:00:00,2025-06-25 10:00:00
HYPERUSDT,False,-59.999999999999844,1940.0000000000002,short,0.251,0.25853,-2.9999999999999925,Stop Loss,1.0,2025-04-22 13:00:00,2025-04-22 14:00:00
HYPEUSDT,False,-60.000000000000206,1939.9999999999998,long,33.421,32.418369999999996,-3.00000000000001,Stop Loss,3.0,2025-05-30 10:00:00,2025-05-30 13:00:00
ICNTUSDT,True,199.99999999999997,2200.0,short,0.3741,0.33669,10.0,Target Hit,3.0,2025-07-03 13:00:00,2025-07-03 16:00:00
IDOLUSDT,False,-60.00000000000012,1939.9999999999998,short,0.01388,0.0142964,-3.0000000000000058,Stop Loss,1.0,2025-07-04 09:00:00,2025-07-04 10:00:00
INITUSDT,False,-60.00000000000018,1939.9999999999998,short,0.6366,0.6556980000000001,-3.000000000000009,Stop Loss,1.0,2025-04-16 06:00:00,2025-04-16 07:00:00
INUSDT,False,-60.00000000000008,1940.0,long,0.08171,0.0792587,-3.000000000000004,Stop Loss,1.0,2025-08-07 10:00:00,2025-08-07 11:00:00
IPUSDC,False,50.575257976515296,2050.5752579765153,short,5.48015,5.34157,2.528762898825765,End of Data,23.0,2025-03-05 10:00:00,2025-03-06 09:00:00
IPUSDT,True,200.00000000000014,2200.0,long,1.73849,1.9123390000000002,10.000000000000007,Target Hit,2.0,2025-02-13 17:00:00,2025-02-13 19:00:00
JELLYJELLYUSDT,False,-59.99999999999995,1940.0,long,0.02452,0.0237844,-2.999999999999998,Stop Loss,1.0,2025-03-26 16:00:00,2025-03-26 17:00:00
JSTUSDT,False,-60.000000000000085,1940.0,long,0.040427,0.039214189999999996,-3.0000000000000044,Stop Loss,2.0,2025-04-28 09:00:00,2025-04-28 11:00:00
KAITOUSDC,False,162.40796881766988,2162.40796881767,short,1.8472,1.6972,8.120398440883495,End of Data,23.0,2025-03-05 10:00:00,2025-03-06 09:00:00
KAITOUSDT,True,199.99999999999986,2200.0,short,1.1101,0.9990900000000001,9.999999999999993,Target Hit,1.0,2025-02-20 13:00:00,2025-02-20 14:00:00
KERNELUSDT,False,-60.00000000000013,1939.9999999999998,short,0.3634,0.374302,-3.000000000000006,Stop Loss,1.0,2025-04-14 12:00:00,2025-04-14 13:00:00
KMNOUSDT,False,-59.999999999999936,1940.0,long,0.19619,0.1903043,-2.999999999999997,Stop Loss,1.0,2024-12-20 19:00:00,2024-12-20 20:00:00
LAUSDT,True,200.00000000000026,2200.0000000000005,long,1.135,1.2485000000000002,10.000000000000012,Target Hit,1.0,2025-06-05 09:00:00,2025-06-05 10:00:00
LAYERUSDT,False,-60.000000000000064,1940.0,long,0.8094,0.785118,-3.000000000000003,Stop Loss,1.0,2025-02-11 15:00:00,2025-02-11 16:00:00
LINEAUSDT,False,-60.00000000000019,1939.9999999999998,short,0.05109,0.05262270000000001,-3.0000000000000093,Stop Loss,1.0,2025-09-01 08:00:00,2025-09-01 09:00:00
LUMIAUSDT,False,-60.00000000000011,1940.0,long,1.885,1.82845,-3.0000000000000053,Stop Loss,1.0,2024-12-18 11:00:00,2024-12-18 12:00:00
MAVIAUSDT,True,200.0000000000002,2200.0,long,0.4367,0.48037,10.00000000000001,Target Hit,1.0,2025-03-26 17:00:00,2025-03-26 18:00:00
MELANIAUSDT,False,-60.000000000000036,1940.0,short,10.662,10.981860000000001,-3.000000000000002,Stop Loss,1.0,2025-01-20 09:00:00,2025-01-20 10:00:00
MERLUSDT,False,146.25898266873327,2146.258982668733,short,0.14194,0.13156,7.312949133436664,End of Data,23.0,2025-05-29 08:00:00,2025-05-30 07:00:00
MILKUSDT,False,-60.00000000000005,1940.0,long,0.12471,0.1209687,-3.000000000000002,Stop Loss,4.0,2025-05-06 13:00:00,2025-05-06 17:00:00
MITOUSDT,True,200.00000000000017,2200.0,long,0.13193,0.145123,10.000000000000009,Target Hit,1.0,2025-08-28 16:00:00,2025-08-28 17:00:00
MLNUSDT,False,-59.99999999999999,1940.0,short,12.17,12.5351,-3.0,Stop Loss,1.0,2025-03-31 08:00:00,2025-03-31 09:00:00
MUBARAKUSDT,True,200.0000000000001,2200.0,long,0.1026,0.11286,10.000000000000005,Target Hit,1.0,2025-03-17 13:00:00,2025-03-17 14:00:00
MUSDT,False,-60.00000000000008,1940.0,long,0.1871,0.18148699999999998,-3.0000000000000036,Stop Loss,1.0,2025-07-07 09:00:00,2025-07-07 10:00:00
MYXUSDT,True,199.9999999999999,2200.0,short,0.07587,0.06828300000000001,9.999999999999995,Target Hit,1.0,2025-06-18 12:00:00,2025-06-18 13:00:00
NAORISUSDT,True,200.00000000000003,2200.0,short,0.0569,0.05121,10.0,Target Hit,1.0,2025-07-31 12:00:00,2025-07-31 13:00:00
NEWTUSDT,False,-59.99999999999997,1940.0,long,0.2469,0.239493,-2.9999999999999987,Stop Loss,1.0,2025-06-19 14:00:00,2025-06-19 15:00:00
NILUSDT,False,-60.00000000000011,1940.0,short,0.7349,0.756947,-3.0000000000000053,Stop Loss,2.0,2025-03-24 13:00:00,2025-03-24 15:00:00
NXPCUSDT,True,200.0000000000002,2200.0,long,2.8095,3.09045,10.000000000000009,Target Hit,1.0,2025-05-15 06:00:00,2025-05-15 07:00:00
OBOLUSDT,True,200.00000000000009,2200.0,short,0.38036,0.34232399999999996,10.000000000000005,Target Hit,1.0,2025-05-07 10:00:00,2025-05-07 11:00:00
OGUSDT,False,-59.99999999999993,1940.0,short,5.379,5.540369999999999,-2.9999999999999964,Stop Loss,1.0,2025-05-12 09:00:00,2025-05-12 10:00:00
OLUSDT,False,-60.00000000000012,1939.9999999999998,long,0.03504,0.0339888,-3.0000000000000058,Stop Loss,1.0,2025-06-25 11:00:00,2025-06-25 12:00:00
OPENUSDT,False,-60.00000000000012,1939.9999999999998,long,1.4805,1.4360849999999998,-3.0000000000000067,Stop Loss,1.0,2025-09-08 13:00:00,2025-09-08 14:00:00
PARTIUSDT,False,-60.00000000000016,1939.9999999999998,long,0.4109,0.39857299999999996,-3.000000000000008,Stop Loss,1.0,2025-03-25 13:00:00,2025-03-25 14:00:00
PAXGUSDT,False,14.438709086508059,2014.438709086508,long,3057.06,3079.13,0.721935454325403,End of Data,23.0,2025-03-27 10:00:00,2025-03-28 09:00:00
PENGUUSDC,True,200.00000000000003,2200.0,short,0.044516,0.0400644,10.0,Target Hit,10.0,2025-07-23 07:00:00,2025-07-23 17:00:00
PENGUUSDT,True,200.0,2200.0,short,0.0323,0.029070000000000002,10.0,Target Hit,1.0,2024-12-17 16:00:00,2024-12-17 17:00:00
PHAUSDT,False,-59.99999999999999,1940.0,short,0.444,0.45732,-2.9999999999999996,Stop Loss,1.0,2024-12-30 11:00:00,2024-12-30 12:00:00
PIPPINUSDT,False,-59.99999999999996,1940.0,short,0.12599,0.1297697,-2.999999999999998,Stop Loss,1.0,2025-01-24 10:00:00,2025-01-24 11:00:00
PLAYUSDT,False,-59.999999999999865,1940.0000000000002,short,0.03378,0.034793399999999995,-2.9999999999999933,Stop Loss,1.0,2025-07-31 09:00:00,2025-07-31 10:00:00
PLUMEUSDT,True,199.99999999999986,2200.0,short,0.1983,0.17847000000000002,9.999999999999993,Target Hit,21.0,2025-03-21 13:00:00,2025-03-22 10:00:00
PNUTUSDC,False,28.508771929824377,2028.5087719298244,short,0.19152,0.18879,1.425438596491219,End of Data,23.0,2025-03-07 10:00:00,2025-03-08 09:00:00
PORT3USDT,False,-60.0000000000001,1940.0,long,0.0519,0.050343,-3.0000000000000053,Stop Loss,1.0,2025-06-04 08:00:00,2025-06-04 09:00:00
PROMPTUSDT,False,-59.999999999999986,1940.0,long,0.1896,0.183912,-2.9999999999999996,Stop Loss,1.0,2025-04-11 06:00:00,2025-04-11 07:00:00
PROMUSDT,False,-59.99999999999993,1940.0,long,9.136,8.86192,-2.9999999999999964,Stop Loss,1.0,2025-01-15 12:00:00,2025-01-15 13:00:00
PROVEUSDT,False,-60.00000000000011,1940.0,short,0.6654,0.685362,-3.0000000000000053,Stop Loss,1.0,2025-08-05 17:00:00,2025-08-05 18:00:00
PTBUSDT,False,-60.00000000000016,1939.9999999999998,short,0.02472,0.0254616,-3.000000000000008,Stop Loss,1.0,2025-09-03 12:00:00,2025-09-03 13:00:00
PUFFERUSDT,False,79.06727418922537,2079.0672741892254,short,0.22386,0.21501,3.953363709461269,End of Data,23.0,2025-06-04 08:00:00,2025-06-05 07:00:00
PUMPBTCUSDT,False,-60.00000000000003,1940.0,long,0.04646,0.0450662,-3.0000000000000013,Stop Loss,2.0,2025-06-13 10:00:00,2025-06-13 12:00:00
PUMPUSDT,False,-60.00000000000007,1940.0,short,0.005179,0.00533437,-3.0000000000000036,Stop Loss,1.0,2025-07-10 07:00:00,2025-07-10 08:00:00
PUNDIXUSDT,True,199.99999999999991,2200.0,short,0.5509,0.49581,9.999999999999996,Target Hit,3.0,2025-04-30 10:00:00,2025-04-30 13:00:00
QUSDT,False,-60.000000000000064,1940.0,long,0.010796,0.01047212,-3.0000000000000036,Stop Loss,1.0,2025-09-02 07:00:00,2025-09-02 08:00:00
REDUSDT,True,200.0,2200.0,short,0.7765,0.69885,10.0,Target Hit,2.0,2025-03-06 16:00:00,2025-03-06 18:00:00
RESOLVUSDT,False,-60.000000000000185,1939.9999999999998,short,0.19979,0.2057837,-3.0000000000000093,Stop Loss,1.0,2025-06-10 13:00:00,2025-06-10 14:00:00
SAHARAUSDT,False,-60.000000000000156,1939.9999999999998,long,0.11714,0.11362579999999999,-3.000000000000008,Stop Loss,1.0,2025-06-26 12:00:00,2025-06-26 13:00:00
SAPIENUSDT,False,-59.999999999999964,1940.0,short,0.14285,0.1471355,-2.9999999999999982,Stop Loss,1.0,2025-08-20 17:00:00,2025-08-20 18:00:00
SHELLUSDT,False,-60.000000000000036,1940.0,long,0.4498,0.43630599999999997,-3.0000000000000018,Stop Loss,1.0,2025-02-17 17:00:00,2025-02-17 18:00:00
SIGNUSDT,True,200.0000000000003,2200.0000000000005,long,0.07686,0.08454600000000001,10.000000000000016,Target Hit,1.0,2025-04-28 11:00:00,2025-04-28 12:00:00
SIRENUSDT,False,-60.000000000000206,1939.9999999999998,short,0.0752,0.07745600000000001,-3.0000000000000107,Stop Loss,1.0,2025-03-22 09:00:00,2025-03-22 10:00:00
SKATEUSDT,False,-60.00000000000016,1939.9999999999998,short,0.06614,0.06812420000000001,-3.000000000000008,Stop Loss,1.0,2025-06-09 10:00:00,2025-06-09 11:00:00
SKYAIUSDT,True,199.99999999999997,2200.0,long,0.06036,0.066396,10.0,Target Hit,6.0,2025-05-13 09:00:00,2025-05-13 15:00:00
SKYUSDT,False,-60.000000000000185,1939.9999999999998,long,0.07684,0.0745348,-3.0000000000000093,Stop Loss,1.0,2025-09-09 07:00:00,2025-09-09 08:00:00
SLPUSDT,True,199.9999999999998,2200.0,short,0.002346,0.0021114000000000003,9.99999999999999,Target Hit,2.0,2025-07-23 11:00:00,2025-07-23 13:00:00
SOLVUSDT,False,-60.000000000000014,1940.0,short,0.1453,0.14965900000000001,-3.000000000000001,Stop Loss,1.0,2025-01-17 12:00:00,2025-01-17 13:00:00
SOMIUSDT,False,-59.99999999999993,1940.0,long,1.473,1.4288100000000001,-2.9999999999999964,Stop Loss,1.0,2025-08-25 09:00:00,2025-08-25 10:00:00
SONICUSDT,False,-60.00000000000007,1940.0,long,0.991,0.96127,-3.0000000000000036,Stop Loss,2.0,2025-01-08 07:00:00,2025-01-08 09:00:00
SOONUSDT,True,200.00000000000028,2200.0000000000005,long,0.54368,0.5980480000000001,10.000000000000014,Target Hit,1.0,2025-05-23 08:00:00,2025-05-23 09:00:00
SOPHUSDT,True,200.00000000000003,2200.0,short,0.071929,0.0647361,10.000000000000002,Target Hit,2.0,2025-05-28 13:00:00,2025-05-28 15:00:00
SPKUSDT,False,-59.999999999999986,1940.0,short,0.05447,0.0561041,-2.999999999999999,Stop Loss,1.0,2025-06-17 09:00:00,2025-06-17 10:00:00
SQDUSDT,False,-60.00000000000004,1940.0,long,0.26229,0.2544213,-3.0000000000000018,Stop Loss,1.0,2025-06-11 12:00:00,2025-06-11 13:00:00
STBLUSDT,False,-60.00000000000005,1940.0,long,0.22323,0.2165331,-3.000000000000002,Stop Loss,1.0,2025-09-17 05:00:00,2025-09-17 06:00:00
STOUSDT,False,-60.00000000000006,1940.0,long,0.11427,0.1108419,-3.000000000000003,Stop Loss,1.0,2025-04-12 14:00:00,2025-04-12 15:00:00
SUSDT,False,-60.00000000000018,1939.9999999999998,short,0.7877,0.811331,-3.000000000000009,Stop Loss,1.0,2025-01-16 10:00:00,2025-01-16 11:00:00
SWARMSUSDT,False,-59.999999999999986,1940.0,short,0.4615,0.475345,-2.999999999999999,Stop Loss,1.0,2025-01-07 12:00:00,2025-01-07 13:00:00
SXTUSDT,False,-60.00000000000017,1939.9999999999998,long,0.67894,0.6585717999999999,-3.0000000000000084,Stop Loss,1.0,2025-05-02 08:00:00,2025-05-02 09:00:00
SYRUPUSDT,False,-60.00000000000011,1940.0,long,0.24103,0.23379909999999998,-3.000000000000005,Stop Loss,1.0,2025-05-07 08:00:00,2025-05-07 09:00:00
